transaction_id,customer_id,amount,status,timestamp
txn_28,user_36,93527.47,SUCCESS,2026-05-13 23:32:05.380486
txn_29,user_24,195380.87,SUCCESS,2026-05-13 23:32:06.380486
txn_30,user_22,235259.06,SUCCESS,2026-05-13 23:32:07.380486
txn_31,user_1,453330.33,SUCCESS,2026-05-13 23:32:08.380486
txn_32,user_11,217132.67,SUCCESS,2026-05-13 23:32:09.380486
txn_33,user_7,311582.51,SUCCESS,2026-05-13 23:32:10.380486
txn_34,user_44,293600.0,SUCCESS,2026-05-13 23:32:11.380486
txn_35,user_20,384458.09,SUCCESS,2026-05-13 23:32:12.380486
txn_36,user_27,330895.51,SUCCESS,2026-05-13 23:32:13.380486
txn_37,user_42,450568.89,SUCCESS,2026-05-13 23:32:14.380486
txn_38,user_21,263104.09,SUCCESS,2026-05-13 23:32:15.380486
txn_39,user_40,366913.41,SUCCESS,2026-05-13 23:32:16.380486
txn_40,user_25,381652.61,SUCCESS,2026-05-13 23:32:17.380486
txn_41,user_37,291494.13,SUCCESS,2026-05-13 23:32:18.380486
txn_42,user_13,325842.2,SUCCESS,2026-05-13 23:32:19.380486
txn_43,user_31,495889.04,SUCCESS,2026-05-13 23:32:20.380486
txn_44,user_12,291996.58,SUCCESS,2026-05-13 23:32:21.380486
txn_45,user_34,410201.09,SUCCESS,2026-05-13 23:32:22.380486
txn_46,user_17,223318.87,SUCCESS,2026-05-13 23:32:23.380486
txn_47,user_12,206906.69,SUCCESS,2026-05-13 23:32:24.380486
txn_48,user_21,255853.32,SUCCESS,2026-05-13 23:32:25.380486
txn_49,user_32,343764.8,SUCCESS,2026-05-13 23:32:26.380486
txn_50,user_45,340506.88,SUCCESS,2026-05-13 23:32:27.380486
txn_51,user_48,478918.95,SUCCESS,2026-05-13 23:32:28.380486
txn_52,user_15,298580.87,SUCCESS,2026-05-13 23:32:29.380486
txn_53,user_30,106959.97,SUCCESS,2026-05-13 23:32:30.380486
txn_54,user_17,188063.76,SUCCESS,2026-05-13 23:32:31.380486
txn_55,user_47,204395.8,SUCCESS,2026-05-13 23:32:32.380486
txn_56,user_50,172234.32,SUCCESS,2026-05-13 23:32:33.380486
txn_57,user_22,498468.02,SUCCESS,2026-05-13 23:32:34.380486
txn_58,user_50,123153.96,SUCCESS,2026-05-13 23:32:35.380486
txn_59,user_19,153572.27,SUCCESS,2026-05-13 23:32:36.380486
txn_60,user_36,451995.28,SUCCESS,2026-05-13 23:32:37.380486
txn_61,user_22,355771.42,SUCCESS,2026-05-13 23:32:38.380486
txn_62,user_45,149520.95,SUCCESS,2026-05-13 23:32:39.380486
txn_63,user_21,453088.68,SUCCESS,2026-05-13 23:32:40.380486
txn_64,user_49,240499.76,SUCCESS,2026-05-13 23:32:41.380486
txn_65,user_34,212906.27,SUCCESS,2026-05-13 23:32:42.380486
txn_66,user_31,473689.99,SUCCESS,2026-05-13 23:32:43.380486
txn_67,user_34,197447.42,SUCCESS,2026-05-13 23:32:44.380486
txn_68,user_23,404838.31,SUCCESS,2026-05-13 23:32:45.380486
txn_69,user_4,145097.05,SUCCESS,2026-05-13 23:32:46.380486
txn_70,user_42,240692.19,SUCCESS,2026-05-13 23:32:47.380486
txn_71,user_44,176931.62,SUCCESS,2026-05-13 23:32:48.380486
txn_72,user_36,109714.04,SUCCESS,2026-05-13 23:32:49.380486
txn_73,user_38,201887.88,SUCCESS,2026-05-13 23:32:50.380486
txn_74,user_28,226705.67,SUCCESS,2026-05-13 23:32:51.380486
txn_75,user_29,76166.69,SUCCESS,2026-05-13 23:32:52.380486
txn_76,user_9,237879.54,SUCCESS,2026-05-13 23:32:53.380486
txn_77,user_9,33704.74,SUCCESS,2026-05-13 23:32:54.380486
txn_78,user_42,475551.54,SUCCESS,2026-05-13 23:32:55.380486
txn_79,user_31,322674.07,SUCCESS,2026-05-13 23:32:56.380486
txn_80,user_3,484316.83,SUCCESS,2026-05-13 23:32:57.380486
txn_81,user_36,436700.4,SUCCESS,2026-05-13 23:32:58.380486
txn_82,user_7,344315.44,SUCCESS,2026-05-13 23:32:59.380486
txn_83,user_3,88738.18,SUCCESS,2026-05-13 23:33:00.380486
txn_84,user_31,474093.8,SUCCESS,2026-05-13 23:33:01.380486
txn_85,user_31,496170.22,SUCCESS,2026-05-13 23:33:02.380486
txn_86,user_11,285539.2,SUCCESS,2026-05-13 23:33:03.380486
txn_87,user_7,14772.64,SUCCESS,2026-05-13 23:33:04.380486
txn_88,user_11,453458.6,SUCCESS,2026-05-13 23:33:05.380486
txn_89,user_16,325939.13,SUCCESS,2026-05-13 23:33:06.380486
txn_90,user_28,494191.55,SUCCESS,2026-05-13 23:33:07.380486
txn_91,user_3,225822.13,SUCCESS,2026-05-13 23:33:08.380486
txn_92,user_19,378000.23,SUCCESS,2026-05-13 23:33:09.380486
txn_93,user_13,175491.5,SUCCESS,2026-05-13 23:33:10.380486
txn_94,user_7,375970.93,SUCCESS,2026-05-13 23:33:11.380486
txn_95,user_28,437901.51,SUCCESS,2026-05-13 23:33:12.380486
txn_96,user_34,397585.81,SUCCESS,2026-05-13 23:33:13.380486
txn_97,user_7,97936.65,SUCCESS,2026-05-13 23:33:14.380486
txn_98,user_40,212456.85,SUCCESS,2026-05-13 23:33:15.380486
txn_99,user_26,98641.82,SUCCESS,2026-05-13 23:33:16.380486
txn_100,user_1,277422.87,SUCCESS,2026-05-13 23:33:17.380486
txn_101,user_24,279425.61,SUCCESS,2026-05-13 23:33:18.380486
txn_102,user_20,245252.82,SUCCESS,2026-05-13 23:33:19.380486
txn_103,user_9,223100.56,SUCCESS,2026-05-13 23:33:20.380486
txn_104,user_5,393667.12,SUCCESS,2026-05-13 23:33:21.380486
txn_105,user_49,112162.02,SUCCESS,2026-05-13 23:33:22.380486
txn_106,user_30,388930.9,SUCCESS,2026-05-13 23:33:23.380486
txn_107,user_33,417748.38,SUCCESS,2026-05-13 23:33:24.380486
txn_108,user_46,437672.05,SUCCESS,2026-05-13 23:33:25.380486
txn_109,user_15,61112.06,SUCCESS,2026-05-13 23:33:26.380486
txn_110,user_32,9420.35,SUCCESS,2026-05-13 23:33:27.380486
txn_111,user_14,6695.79,SUCCESS,2026-05-13 23:33:28.380486
txn_112,user_8,23467.11,SUCCESS,2026-05-13 23:33:29.380486
txn_113,user_35,477365.17,SUCCESS,2026-05-13 23:33:30.380486
txn_114,user_40,221241.3,SUCCESS,2026-05-13 23:33:31.380486
txn_115,user_48,496920.93,SUCCESS,2026-05-13 23:33:32.380486
txn_116,user_24,453784.32,SUCCESS,2026-05-13 23:33:33.380486
txn_117,user_31,193919.84,SUCCESS,2026-05-13 23:33:34.380486
txn_118,user_49,48185.83,SUCCESS,2026-05-13 23:33:35.380486
txn_119,user_32,50385.42,SUCCESS,2026-05-13 23:33:36.380486
txn_120,user_16,28076.31,SUCCESS,2026-05-13 23:33:37.380486
txn_121,user_41,192971.11,SUCCESS,2026-05-13 23:33:38.380486
txn_122,user_25,422294.86,SUCCESS,2026-05-13 23:33:39.380486
txn_123,user_18,240089.36,SUCCESS,2026-05-13 23:33:40.380486
txn_124,user_15,130605.48,SUCCESS,2026-05-13 23:33:41.380486
txn_125,user_28,47983.74,SUCCESS,2026-05-13 23:33:42.380486
txn_126,user_22,144715.77,SUCCESS,2026-05-13 23:33:43.380486
txn_127,user_22,199243.18,SUCCESS,2026-05-13 23:33:44.380486
txn_128,user_37,26435.94,SUCCESS,2026-05-13 23:33:45.380486
txn_129,user_36,268574.17,SUCCESS,2026-05-13 23:33:46.380486
txn_130,user_38,376316.58,SUCCESS,2026-05-13 23:33:47.380486
txn_131,user_21,340125.96,SUCCESS,2026-05-13 23:33:48.380486
txn_132,user_6,264355.79,SUCCESS,2026-05-13 23:33:49.380486
txn_133,user_22,459316.25,SUCCESS,2026-05-13 23:33:50.380486
txn_134,user_30,444134.48,SUCCESS,2026-05-13 23:33:51.380486
txn_135,user_43,433535.01,SUCCESS,2026-05-13 23:33:52.380486
txn_136,user_42,126012.96,SUCCESS,2026-05-13 23:33:53.380486
txn_137,user_24,477637.08,SUCCESS,2026-05-13 23:33:54.380486
txn_138,user_22,434219.64,SUCCESS,2026-05-13 23:33:55.380486
txn_139,user_27,154940.51,SUCCESS,2026-05-13 23:33:56.380486
txn_140,user_49,292933.1,SUCCESS,2026-05-13 23:33:57.380486
txn_141,user_42,400225.78,SUCCESS,2026-05-13 23:33:58.380486
txn_142,user_9,488837.74,SUCCESS,2026-05-13 23:33:59.380486
txn_143,user_12,104658.86,SUCCESS,2026-05-13 23:34:00.380486
txn_144,user_20,405220.1,SUCCESS,2026-05-13 23:34:01.380486
txn_145,user_29,445952.46,SUCCESS,2026-05-13 23:34:02.380486
txn_146,user_11,271235.04,SUCCESS,2026-05-13 23:34:03.380486
txn_147,user_47,341802.05,SUCCESS,2026-05-13 23:34:04.380486
txn_148,user_31,138664.52,SUCCESS,2026-05-13 23:34:05.380486
txn_149,user_48,414494.28,SUCCESS,2026-05-13 23:34:06.380486
txn_150,user_36,227117.54,SUCCESS,2026-05-13 23:34:07.380486
txn_151,user_2,202651.8,SUCCESS,2026-05-13 23:34:08.380486
txn_152,user_38,340122.18,SUCCESS,2026-05-13 23:34:09.380486
txn_153,user_10,251009.65,SUCCESS,2026-05-13 23:34:10.380486
txn_154,user_16,57361.01,SUCCESS,2026-05-13 23:34:11.380486
txn_155,user_3,403264.32,SUCCESS,2026-05-13 23:34:12.380486
txn_156,user_46,290703.22,SUCCESS,2026-05-13 23:34:13.380486
txn_157,user_20,417200.33,SUCCESS,2026-05-13 23:34:14.380486
txn_158,user_27,219187.9,SUCCESS,2026-05-13 23:34:15.380486
txn_159,user_11,151466.32,SUCCESS,2026-05-13 23:34:16.380486
txn_160,user_37,75149.38,SUCCESS,2026-05-13 23:34:17.380486
txn_161,user_12,93513.09,SUCCESS,2026-05-13 23:34:18.380486
txn_162,user_8,104949.85,SUCCESS,2026-05-13 23:34:19.380486
txn_163,user_41,47513.19,SUCCESS,2026-05-13 23:34:20.380486
txn_164,user_1,217025.87,SUCCESS,2026-05-13 23:34:21.380486
txn_165,user_36,66227.94,SUCCESS,2026-05-13 23:34:22.380486
txn_166,user_29,212656.08,SUCCESS,2026-05-13 23:34:23.380486
txn_167,user_19,31581.27,SUCCESS,2026-05-13 23:34:24.380486
txn_168,user_8,237821.85,SUCCESS,2026-05-13 23:34:25.380486
txn_169,user_10,422991.56,SUCCESS,2026-05-13 23:34:26.380486
txn_170,user_25,283454.05,SUCCESS,2026-05-13 23:34:27.380486
txn_171,user_10,295830.48,SUCCESS,2026-05-13 23:34:28.380486
txn_172,user_30,311984.98,SUCCESS,2026-05-13 23:34:29.380486
txn_173,user_19,290311.73,SUCCESS,2026-05-13 23:34:30.380486
txn_174,user_32,152483.52,SUCCESS,2026-05-13 23:34:31.380486
txn_175,user_44,491808.43,SUCCESS,2026-05-13 23:34:32.380486
txn_176,user_41,280961.59,SUCCESS,2026-05-13 23:34:33.380486
txn_177,user_19,45402.98,SUCCESS,2026-05-13 23:34:34.380486
txn_178,user_5,39907.2,SUCCESS,2026-05-13 23:34:35.380486
txn_179,user_48,9603.06,SUCCESS,2026-05-13 23:34:36.380486
txn_180,user_27,310780.57,SUCCESS,2026-05-13 23:34:37.380486
txn_181,user_35,467802.17,SUCCESS,2026-05-13 23:34:38.380486
txn_182,user_1,399533.05,SUCCESS,2026-05-13 23:34:39.380486
txn_183,user_21,194633.75,SUCCESS,2026-05-13 23:34:40.380486
txn_184,user_50,215968.98,SUCCESS,2026-05-13 23:34:41.380486
txn_185,user_29,352436.65,SUCCESS,2026-05-13 23:34:42.380486
txn_186,user_27,203524.9,SUCCESS,2026-05-13 23:34:43.380486
txn_187,user_9,359537.86,SUCCESS,2026-05-13 23:34:44.380486
txn_188,user_40,177676.1,SUCCESS,2026-05-13 23:34:45.380486
txn_189,user_45,14026.93,SUCCESS,2026-05-13 23:34:46.380486
txn_190,user_20,381639.74,SUCCESS,2026-05-13 23:34:47.380486
txn_191,user_36,253111.39,SUCCESS,2026-05-13 23:34:48.380486
txn_192,user_13,412854.56,SUCCESS,2026-05-13 23:34:49.380486
txn_193,user_50,233822.7,SUCCESS,2026-05-13 23:34:50.380486
txn_194,user_6,63278.65,SUCCESS,2026-05-13 23:34:51.380486
txn_195,user_48,54322.42,SUCCESS,2026-05-13 23:34:52.380486
txn_196,user_47,360611.48,SUCCESS,2026-05-13 23:34:53.380486
txn_197,user_23,355729.58,SUCCESS,2026-05-13 23:34:54.380486
txn_198,user_9,304557.31,SUCCESS,2026-05-13 23:34:55.380486
txn_199,user_37,410522.81,SUCCESS,2026-05-13 23:34:56.380486
txn_200,user_46,314012.63,SUCCESS,2026-05-13 23:34:57.380486
