transaction_id,account,entry_type,amount,timestamp
txn_16,user_34_wallet,DEBIT,378669.9,2026-05-13 23:31:53.380486
txn_16,company_settlement_account,CREDIT,378669.9,2026-05-13 23:31:53.380486
txn_17,user_29_wallet,DEBIT,115464.03,2026-05-13 23:31:54.380486
txn_17,company_settlement_account,CREDIT,115464.03,2026-05-13 23:31:54.380486
txn_18,user_8_wallet,DEBIT,93866.12,2026-05-13 23:31:55.380486
txn_18,company_settlement_account,CREDIT,93866.12,2026-05-13 23:31:55.380486
txn_19,user_4_wallet,DEBIT,307554.37,2026-05-13 23:31:56.380486
txn_19,company_settlement_account,CREDIT,307554.37,2026-05-13 23:31:56.380486
txn_20,user_8_wallet,DEBIT,51041.63,2026-05-13 23:31:57.380486
txn_20,company_settlement_account,CREDIT,51041.63,2026-05-13 23:31:57.380486
txn_21,user_14_wallet,DEBIT,352046.83,2026-05-13 23:31:58.380486
txn_21,company_settlement_account,CREDIT,352046.83,2026-05-13 23:31:58.380486
txn_22,user_30_wallet,DEBIT,45133.82,2026-05-13 23:31:59.380486
txn_22,company_settlement_account,CREDIT,45133.82,2026-05-13 23:31:59.380486
txn_23,user_25_wallet,DEBIT,362868.82,2026-05-13 23:32:00.380486
txn_23,company_settlement_account,CREDIT,362868.82,2026-05-13 23:32:00.380486
txn_24,user_20_wallet,DEBIT,109793.89,2026-05-13 23:32:01.380486
txn_24,company_settlement_account,CREDIT,109793.89,2026-05-13 23:32:01.380486
txn_25,user_3_wallet,DEBIT,21760.92,2026-05-13 23:32:02.380486
txn_25,company_settlement_account,CREDIT,21760.92,2026-05-13 23:32:02.380486
txn_26,user_44_wallet,DEBIT,378969.15,2026-05-13 23:32:03.380486
txn_26,company_settlement_account,CREDIT,378969.15,2026-05-13 23:32:03.380486
txn_27,user_3_wallet,DEBIT,166936.07,2026-05-13 23:32:04.380486
txn_27,company_settlement_account,CREDIT,166936.07,2026-05-13 23:32:04.380486
txn_28,user_36_wallet,DEBIT,93527.47,2026-05-13 23:32:05.380486
txn_28,company_settlement_account,CREDIT,93527.47,2026-05-13 23:32:05.380486
txn_29,user_24_wallet,DEBIT,195380.87,2026-05-13 23:32:06.380486
txn_29,company_settlement_account,CREDIT,195380.87,2026-05-13 23:32:06.380486
txn_30,user_22_wallet,DEBIT,235259.06,2026-05-13 23:32:07.380486
txn_30,company_settlement_account,CREDIT,235259.06,2026-05-13 23:32:07.380486
txn_31,user_1_wallet,DEBIT,453330.33,2026-05-13 23:32:08.380486
txn_31,company_settlement_account,CREDIT,453330.33,2026-05-13 23:32:08.380486
txn_32,user_11_wallet,DEBIT,217132.67,2026-05-13 23:32:09.380486
txn_32,company_settlement_account,CREDIT,217132.67,2026-05-13 23:32:09.380486
txn_33,user_7_wallet,DEBIT,311582.51,2026-05-13 23:32:10.380486
txn_33,company_settlement_account,CREDIT,311582.51,2026-05-13 23:32:10.380486
txn_34,user_44_wallet,DEBIT,293600.0,2026-05-13 23:32:11.380486
txn_34,company_settlement_account,CREDIT,293600.0,2026-05-13 23:32:11.380486
txn_35,user_20_wallet,DEBIT,384458.09,2026-05-13 23:32:12.380486
txn_35,company_settlement_account,CREDIT,384458.09,2026-05-13 23:32:12.380486
txn_36,user_27_wallet,DEBIT,330895.51,2026-05-13 23:32:13.380486
txn_36,company_settlement_account,CREDIT,330895.51,2026-05-13 23:32:13.380486
txn_37,user_42_wallet,DEBIT,450568.89,2026-05-13 23:32:14.380486
txn_37,company_settlement_account,CREDIT,450568.89,2026-05-13 23:32:14.380486
txn_38,user_21_wallet,DEBIT,263104.09,2026-05-13 23:32:15.380486
txn_38,company_settlement_account,CREDIT,263104.09,2026-05-13 23:32:15.380486
txn_39,user_40_wallet,DEBIT,366913.41,2026-05-13 23:32:16.380486
txn_39,company_settlement_account,CREDIT,366913.41,2026-05-13 23:32:16.380486
txn_40,user_25_wallet,DEBIT,381652.61,2026-05-13 23:32:17.380486
txn_40,company_settlement_account,CREDIT,381652.61,2026-05-13 23:32:17.380486
txn_41,user_37_wallet,DEBIT,291494.13,2026-05-13 23:32:18.380486
txn_41,company_settlement_account,CREDIT,291494.13,2026-05-13 23:32:18.380486
txn_42,user_13_wallet,DEBIT,325842.2,2026-05-13 23:32:19.380486
txn_42,company_settlement_account,CREDIT,325842.2,2026-05-13 23:32:19.380486
txn_43,user_31_wallet,DEBIT,495889.04,2026-05-13 23:32:20.380486
txn_43,company_settlement_account,CREDIT,495889.04,2026-05-13 23:32:20.380486
txn_44,user_12_wallet,DEBIT,291996.58,2026-05-13 23:32:21.380486
txn_44,company_settlement_account,CREDIT,291996.58,2026-05-13 23:32:21.380486
txn_45,user_34_wallet,DEBIT,410201.09,2026-05-13 23:32:22.380486
txn_45,company_settlement_account,CREDIT,410201.09,2026-05-13 23:32:22.380486
txn_46,user_17_wallet,DEBIT,223318.87,2026-05-13 23:32:23.380486
txn_46,company_settlement_account,CREDIT,223318.87,2026-05-13 23:32:23.380486
txn_47,user_12_wallet,DEBIT,206906.69,2026-05-13 23:32:24.380486
txn_47,company_settlement_account,CREDIT,206906.69,2026-05-13 23:32:24.380486
txn_48,user_21_wallet,DEBIT,255853.32,2026-05-13 23:32:25.380486
txn_48,company_settlement_account,CREDIT,255853.32,2026-05-13 23:32:25.380486
txn_49,user_32_wallet,DEBIT,343764.8,2026-05-13 23:32:26.380486
txn_49,company_settlement_account,CREDIT,343764.8,2026-05-13 23:32:26.380486
txn_50,user_45_wallet,DEBIT,340506.88,2026-05-13 23:32:27.380486
txn_50,company_settlement_account,CREDIT,340506.88,2026-05-13 23:32:27.380486
txn_51,user_48_wallet,DEBIT,478918.95,2026-05-13 23:32:28.380486
txn_51,company_settlement_account,CREDIT,478918.95,2026-05-13 23:32:28.380486
txn_52,user_15_wallet,DEBIT,298580.87,2026-05-13 23:32:29.380486
txn_52,company_settlement_account,CREDIT,298580.87,2026-05-13 23:32:29.380486
txn_53,user_30_wallet,DEBIT,106959.97,2026-05-13 23:32:30.380486
txn_53,company_settlement_account,CREDIT,106959.97,2026-05-13 23:32:30.380486
txn_54,user_17_wallet,DEBIT,188063.76,2026-05-13 23:32:31.380486
txn_54,company_settlement_account,CREDIT,188063.76,2026-05-13 23:32:31.380486
txn_55,user_47_wallet,DEBIT,204395.8,2026-05-13 23:32:32.380486
txn_55,company_settlement_account,CREDIT,204395.8,2026-05-13 23:32:32.380486
txn_56,user_50_wallet,DEBIT,172234.32,2026-05-13 23:32:33.380486
txn_56,company_settlement_account,CREDIT,172234.32,2026-05-13 23:32:33.380486
txn_57,user_22_wallet,DEBIT,498468.02,2026-05-13 23:32:34.380486
txn_57,company_settlement_account,CREDIT,498468.02,2026-05-13 23:32:34.380486
txn_58,user_50_wallet,DEBIT,123153.96,2026-05-13 23:32:35.380486
txn_58,company_settlement_account,CREDIT,123153.96,2026-05-13 23:32:35.380486
txn_59,user_19_wallet,DEBIT,153572.27,2026-05-13 23:32:36.380486
txn_59,company_settlement_account,CREDIT,153572.27,2026-05-13 23:32:36.380486
txn_60,user_36_wallet,DEBIT,451995.28,2026-05-13 23:32:37.380486
txn_60,company_settlement_account,CREDIT,451995.28,2026-05-13 23:32:37.380486
txn_61,user_22_wallet,DEBIT,355771.42,2026-05-13 23:32:38.380486
txn_61,company_settlement_account,CREDIT,355771.42,2026-05-13 23:32:38.380486
txn_62,user_45_wallet,DEBIT,149520.95,2026-05-13 23:32:39.380486
txn_62,company_settlement_account,CREDIT,149520.95,2026-05-13 23:32:39.380486
txn_63,user_21_wallet,DEBIT,453088.68,2026-05-13 23:32:40.380486
txn_63,company_settlement_account,CREDIT,453088.68,2026-05-13 23:32:40.380486
txn_64,user_49_wallet,DEBIT,240499.76,2026-05-13 23:32:41.380486
txn_64,company_settlement_account,CREDIT,240499.76,2026-05-13 23:32:41.380486
txn_65,user_34_wallet,DEBIT,212906.27,2026-05-13 23:32:42.380486
txn_65,company_settlement_account,CREDIT,212906.27,2026-05-13 23:32:42.380486
txn_66,user_31_wallet,DEBIT,473689.99,2026-05-13 23:32:43.380486
txn_66,company_settlement_account,CREDIT,473689.99,2026-05-13 23:32:43.380486
txn_67,user_34_wallet,DEBIT,197447.42,2026-05-13 23:32:44.380486
txn_67,company_settlement_account,CREDIT,197447.42,2026-05-13 23:32:44.380486
txn_68,user_23_wallet,DEBIT,404838.31,2026-05-13 23:32:45.380486
txn_68,company_settlement_account,CREDIT,404838.31,2026-05-13 23:32:45.380486
txn_69,user_4_wallet,DEBIT,145097.05,2026-05-13 23:32:46.380486
txn_69,company_settlement_account,CREDIT,145097.05,2026-05-13 23:32:46.380486
txn_70,user_42_wallet,DEBIT,240692.19,2026-05-13 23:32:47.380486
txn_70,company_settlement_account,CREDIT,240692.19,2026-05-13 23:32:47.380486
txn_71,user_44_wallet,DEBIT,176931.62,2026-05-13 23:32:48.380486
txn_71,company_settlement_account,CREDIT,176931.62,2026-05-13 23:32:48.380486
txn_72,user_36_wallet,DEBIT,109714.04,2026-05-13 23:32:49.380486
txn_72,company_settlement_account,CREDIT,109714.04,2026-05-13 23:32:49.380486
txn_73,user_38_wallet,DEBIT,201887.88,2026-05-13 23:32:50.380486
txn_73,company_settlement_account,CREDIT,201887.88,2026-05-13 23:32:50.380486
txn_74,user_28_wallet,DEBIT,226705.67,2026-05-13 23:32:51.380486
txn_74,company_settlement_account,CREDIT,226705.67,2026-05-13 23:32:51.380486
txn_75,user_29_wallet,DEBIT,76166.69,2026-05-13 23:32:52.380486
txn_75,company_settlement_account,CREDIT,76166.69,2026-05-13 23:32:52.380486
txn_76,user_9_wallet,DEBIT,237879.54,2026-05-13 23:32:53.380486
txn_76,company_settlement_account,CREDIT,237879.54,2026-05-13 23:32:53.380486
txn_77,user_9_wallet,DEBIT,33704.74,2026-05-13 23:32:54.380486
txn_77,company_settlement_account,CREDIT,33704.74,2026-05-13 23:32:54.380486
txn_78,user_42_wallet,DEBIT,475551.54,2026-05-13 23:32:55.380486
txn_78,company_settlement_account,CREDIT,475551.54,2026-05-13 23:32:55.380486
txn_79,user_31_wallet,DEBIT,322674.07,2026-05-13 23:32:56.380486
txn_79,company_settlement_account,CREDIT,322674.07,2026-05-13 23:32:56.380486
txn_80,user_3_wallet,DEBIT,484316.83,2026-05-13 23:32:57.380486
txn_80,company_settlement_account,CREDIT,484316.83,2026-05-13 23:32:57.380486
txn_81,user_36_wallet,DEBIT,436700.4,2026-05-13 23:32:58.380486
txn_81,company_settlement_account,CREDIT,436700.4,2026-05-13 23:32:58.380486
txn_82,user_7_wallet,DEBIT,344315.44,2026-05-13 23:32:59.380486
txn_82,company_settlement_account,CREDIT,344315.44,2026-05-13 23:32:59.380486
txn_83,user_3_wallet,DEBIT,88738.18,2026-05-13 23:33:00.380486
txn_83,company_settlement_account,CREDIT,88738.18,2026-05-13 23:33:00.380486
txn_84,user_31_wallet,DEBIT,474093.8,2026-05-13 23:33:01.380486
txn_84,company_settlement_account,CREDIT,474093.8,2026-05-13 23:33:01.380486
txn_85,user_31_wallet,DEBIT,496170.22,2026-05-13 23:33:02.380486
txn_85,company_settlement_account,CREDIT,496170.22,2026-05-13 23:33:02.380486
txn_86,user_11_wallet,DEBIT,285539.2,2026-05-13 23:33:03.380486
txn_86,company_settlement_account,CREDIT,285539.2,2026-05-13 23:33:03.380486
txn_87,user_7_wallet,DEBIT,14772.64,2026-05-13 23:33:04.380486
txn_87,company_settlement_account,CREDIT,14772.64,2026-05-13 23:33:04.380486
txn_88,user_11_wallet,DEBIT,453458.6,2026-05-13 23:33:05.380486
txn_88,company_settlement_account,CREDIT,453458.6,2026-05-13 23:33:05.380486
txn_89,user_16_wallet,DEBIT,325939.13,2026-05-13 23:33:06.380486
txn_89,company_settlement_account,CREDIT,325939.13,2026-05-13 23:33:06.380486
txn_90,user_28_wallet,DEBIT,494191.55,2026-05-13 23:33:07.380486
txn_90,company_settlement_account,CREDIT,494191.55,2026-05-13 23:33:07.380486
txn_91,user_3_wallet,DEBIT,225822.13,2026-05-13 23:33:08.380486
txn_91,company_settlement_account,CREDIT,225822.13,2026-05-13 23:33:08.380486
txn_92,user_19_wallet,DEBIT,378000.23,2026-05-13 23:33:09.380486
txn_92,company_settlement_account,CREDIT,378000.23,2026-05-13 23:33:09.380486
txn_93,user_13_wallet,DEBIT,175491.5,2026-05-13 23:33:10.380486
txn_93,company_settlement_account,CREDIT,175491.5,2026-05-13 23:33:10.380486
txn_94,user_7_wallet,DEBIT,375970.93,2026-05-13 23:33:11.380486
txn_94,company_settlement_account,CREDIT,375970.93,2026-05-13 23:33:11.380486
txn_95,user_28_wallet,DEBIT,437901.51,2026-05-13 23:33:12.380486
txn_95,company_settlement_account,CREDIT,437901.51,2026-05-13 23:33:12.380486
txn_96,user_34_wallet,DEBIT,397585.81,2026-05-13 23:33:13.380486
txn_96,company_settlement_account,CREDIT,397585.81,2026-05-13 23:33:13.380486
txn_97,user_7_wallet,DEBIT,97936.65,2026-05-13 23:33:14.380486
txn_97,company_settlement_account,CREDIT,97936.65,2026-05-13 23:33:14.380486
txn_98,user_40_wallet,DEBIT,212456.85,2026-05-13 23:33:15.380486
txn_98,company_settlement_account,CREDIT,212456.85,2026-05-13 23:33:15.380486
txn_99,user_26_wallet,DEBIT,98641.82,2026-05-13 23:33:16.380486
txn_99,company_settlement_account,CREDIT,98641.82,2026-05-13 23:33:16.380486
txn_100,user_1_wallet,DEBIT,277422.87,2026-05-13 23:33:17.380486
txn_100,company_settlement_account,CREDIT,277422.87,2026-05-13 23:33:17.380486
txn_101,user_24_wallet,DEBIT,279425.61,2026-05-13 23:33:18.380486
txn_101,company_settlement_account,CREDIT,279425.61,2026-05-13 23:33:18.380486
txn_102,user_20_wallet,DEBIT,245252.82,2026-05-13 23:33:19.380486
txn_102,company_settlement_account,CREDIT,245252.82,2026-05-13 23:33:19.380486
txn_103,user_9_wallet,DEBIT,223100.56,2026-05-13 23:33:20.380486
txn_103,company_settlement_account,CREDIT,223100.56,2026-05-13 23:33:20.380486
txn_104,user_5_wallet,DEBIT,393667.12,2026-05-13 23:33:21.380486
txn_104,company_settlement_account,CREDIT,393667.12,2026-05-13 23:33:21.380486
txn_105,user_49_wallet,DEBIT,112162.02,2026-05-13 23:33:22.380486
txn_105,company_settlement_account,CREDIT,112162.02,2026-05-13 23:33:22.380486
txn_106,user_30_wallet,DEBIT,388930.9,2026-05-13 23:33:23.380486
txn_106,company_settlement_account,CREDIT,388930.9,2026-05-13 23:33:23.380486
txn_107,user_33_wallet,DEBIT,417748.38,2026-05-13 23:33:24.380486
txn_107,company_settlement_account,CREDIT,417748.38,2026-05-13 23:33:24.380486
txn_108,user_46_wallet,DEBIT,437672.05,2026-05-13 23:33:25.380486
txn_108,company_settlement_account,CREDIT,437672.05,2026-05-13 23:33:25.380486
txn_109,user_15_wallet,DEBIT,61112.06,2026-05-13 23:33:26.380486
txn_109,company_settlement_account,CREDIT,61112.06,2026-05-13 23:33:26.380486
txn_110,user_32_wallet,DEBIT,9420.35,2026-05-13 23:33:27.380486
txn_110,company_settlement_account,CREDIT,9420.35,2026-05-13 23:33:27.380486
txn_111,user_14_wallet,DEBIT,6695.79,2026-05-13 23:33:28.380486
txn_111,company_settlement_account,CREDIT,6695.79,2026-05-13 23:33:28.380486
txn_112,user_8_wallet,DEBIT,23467.11,2026-05-13 23:33:29.380486
txn_112,company_settlement_account,CREDIT,23467.11,2026-05-13 23:33:29.380486
txn_113,user_35_wallet,DEBIT,477365.17,2026-05-13 23:33:30.380486
txn_113,company_settlement_account,CREDIT,477365.17,2026-05-13 23:33:30.380486
txn_114,user_40_wallet,DEBIT,221241.3,2026-05-13 23:33:31.380486
txn_114,company_settlement_account,CREDIT,221241.3,2026-05-13 23:33:31.380486
txn_115,user_48_wallet,DEBIT,496920.93,2026-05-13 23:33:32.380486
txn_115,company_settlement_account,CREDIT,496920.93,2026-05-13 23:33:32.380486
txn_116,user_24_wallet,DEBIT,453784.32,2026-05-13 23:33:33.380486
txn_116,company_settlement_account,CREDIT,453784.32,2026-05-13 23:33:33.380486
txn_117,user_31_wallet,DEBIT,193919.84,2026-05-13 23:33:34.380486
txn_117,company_settlement_account,CREDIT,193919.84,2026-05-13 23:33:34.380486
txn_118,user_49_wallet,DEBIT,48185.83,2026-05-13 23:33:35.380486
txn_118,company_settlement_account,CREDIT,48185.83,2026-05-13 23:33:35.380486
txn_119,user_32_wallet,DEBIT,50385.42,2026-05-13 23:33:36.380486
txn_119,company_settlement_account,CREDIT,50385.42,2026-05-13 23:33:36.380486
txn_120,user_16_wallet,DEBIT,28076.31,2026-05-13 23:33:37.380486
txn_120,company_settlement_account,CREDIT,28076.31,2026-05-13 23:33:37.380486
txn_121,user_41_wallet,DEBIT,192971.11,2026-05-13 23:33:38.380486
txn_121,company_settlement_account,CREDIT,192971.11,2026-05-13 23:33:38.380486
txn_122,user_25_wallet,DEBIT,422294.86,2026-05-13 23:33:39.380486
txn_122,company_settlement_account,CREDIT,422294.86,2026-05-13 23:33:39.380486
txn_123,user_18_wallet,DEBIT,240089.36,2026-05-13 23:33:40.380486
txn_123,company_settlement_account,CREDIT,240089.36,2026-05-13 23:33:40.380486
txn_124,user_15_wallet,DEBIT,130605.48,2026-05-13 23:33:41.380486
txn_124,company_settlement_account,CREDIT,130605.48,2026-05-13 23:33:41.380486
txn_125,user_28_wallet,DEBIT,47983.74,2026-05-13 23:33:42.380486
txn_125,company_settlement_account,CREDIT,47983.74,2026-05-13 23:33:42.380486
txn_126,user_22_wallet,DEBIT,144715.77,2026-05-13 23:33:43.380486
txn_126,company_settlement_account,CREDIT,144715.77,2026-05-13 23:33:43.380486
txn_127,user_22_wallet,DEBIT,199243.18,2026-05-13 23:33:44.380486
txn_127,company_settlement_account,CREDIT,199243.18,2026-05-13 23:33:44.380486
txn_128,user_37_wallet,DEBIT,26435.94,2026-05-13 23:33:45.380486
txn_128,company_settlement_account,CREDIT,26435.94,2026-05-13 23:33:45.380486
txn_129,user_36_wallet,DEBIT,268574.17,2026-05-13 23:33:46.380486
txn_129,company_settlement_account,CREDIT,268574.17,2026-05-13 23:33:46.380486
txn_130,user_38_wallet,DEBIT,376316.58,2026-05-13 23:33:47.380486
txn_130,company_settlement_account,CREDIT,376316.58,2026-05-13 23:33:47.380486
txn_131,user_21_wallet,DEBIT,340125.96,2026-05-13 23:33:48.380486
txn_131,company_settlement_account,CREDIT,340125.96,2026-05-13 23:33:48.380486
txn_132,user_6_wallet,DEBIT,264355.79,2026-05-13 23:33:49.380486
txn_132,company_settlement_account,CREDIT,264355.79,2026-05-13 23:33:49.380486
txn_133,user_22_wallet,DEBIT,459316.25,2026-05-13 23:33:50.380486
txn_133,company_settlement_account,CREDIT,459316.25,2026-05-13 23:33:50.380486
txn_134,user_30_wallet,DEBIT,444134.48,2026-05-13 23:33:51.380486
txn_134,company_settlement_account,CREDIT,444134.48,2026-05-13 23:33:51.380486
txn_135,user_43_wallet,DEBIT,433535.01,2026-05-13 23:33:52.380486
txn_135,company_settlement_account,CREDIT,433535.01,2026-05-13 23:33:52.380486
txn_136,user_42_wallet,DEBIT,126012.96,2026-05-13 23:33:53.380486
txn_136,company_settlement_account,CREDIT,126012.96,2026-05-13 23:33:53.380486
txn_137,user_24_wallet,DEBIT,477637.08,2026-05-13 23:33:54.380486
txn_137,company_settlement_account,CREDIT,477637.08,2026-05-13 23:33:54.380486
txn_138,user_22_wallet,DEBIT,434219.64,2026-05-13 23:33:55.380486
txn_138,company_settlement_account,CREDIT,434219.64,2026-05-13 23:33:55.380486
txn_139,user_27_wallet,DEBIT,154940.51,2026-05-13 23:33:56.380486
txn_139,company_settlement_account,CREDIT,154940.51,2026-05-13 23:33:56.380486
txn_140,user_49_wallet,DEBIT,292933.1,2026-05-13 23:33:57.380486
txn_140,company_settlement_account,CREDIT,292933.1,2026-05-13 23:33:57.380486
txn_141,user_42_wallet,DEBIT,400225.78,2026-05-13 23:33:58.380486
txn_141,company_settlement_account,CREDIT,400225.78,2026-05-13 23:33:58.380486
txn_142,user_9_wallet,DEBIT,488837.74,2026-05-13 23:33:59.380486
txn_142,company_settlement_account,CREDIT,488837.74,2026-05-13 23:33:59.380486
txn_143,user_12_wallet,DEBIT,104658.86,2026-05-13 23:34:00.380486
txn_143,company_settlement_account,CREDIT,104658.86,2026-05-13 23:34:00.380486
txn_144,user_20_wallet,DEBIT,405220.1,2026-05-13 23:34:01.380486
txn_144,company_settlement_account,CREDIT,405220.1,2026-05-13 23:34:01.380486
txn_145,user_29_wallet,DEBIT,445952.46,2026-05-13 23:34:02.380486
txn_145,company_settlement_account,CREDIT,445952.46,2026-05-13 23:34:02.380486
txn_146,user_11_wallet,DEBIT,271235.04,2026-05-13 23:34:03.380486
txn_146,company_settlement_account,CREDIT,271235.04,2026-05-13 23:34:03.380486
txn_147,user_47_wallet,DEBIT,341802.05,2026-05-13 23:34:04.380486
txn_147,company_settlement_account,CREDIT,341802.05,2026-05-13 23:34:04.380486
txn_148,user_31_wallet,DEBIT,138664.52,2026-05-13 23:34:05.380486
txn_148,company_settlement_account,CREDIT,138664.52,2026-05-13 23:34:05.380486
txn_149,user_48_wallet,DEBIT,414494.28,2026-05-13 23:34:06.380486
txn_149,company_settlement_account,CREDIT,414494.28,2026-05-13 23:34:06.380486
txn_150,user_36_wallet,DEBIT,227117.54,2026-05-13 23:34:07.380486
txn_150,company_settlement_account,CREDIT,227117.54,2026-05-13 23:34:07.380486
txn_151,user_2_wallet,DEBIT,202651.8,2026-05-13 23:34:08.380486
txn_151,company_settlement_account,CREDIT,202651.8,2026-05-13 23:34:08.380486
txn_152,user_38_wallet,DEBIT,340122.18,2026-05-13 23:34:09.380486
txn_152,company_settlement_account,CREDIT,340122.18,2026-05-13 23:34:09.380486
txn_153,user_10_wallet,DEBIT,251009.65,2026-05-13 23:34:10.380486
txn_153,company_settlement_account,CREDIT,251009.65,2026-05-13 23:34:10.380486
txn_154,user_16_wallet,DEBIT,57361.01,2026-05-13 23:34:11.380486
txn_154,company_settlement_account,CREDIT,57361.01,2026-05-13 23:34:11.380486
txn_155,user_3_wallet,DEBIT,403264.32,2026-05-13 23:34:12.380486
txn_155,company_settlement_account,CREDIT,403264.32,2026-05-13 23:34:12.380486
txn_156,user_46_wallet,DEBIT,290703.22,2026-05-13 23:34:13.380486
txn_156,company_settlement_account,CREDIT,290703.22,2026-05-13 23:34:13.380486
txn_157,user_20_wallet,DEBIT,417200.33,2026-05-13 23:34:14.380486
txn_157,company_settlement_account,CREDIT,417200.33,2026-05-13 23:34:14.380486
txn_158,user_27_wallet,DEBIT,219187.9,2026-05-13 23:34:15.380486
txn_158,company_settlement_account,CREDIT,219187.9,2026-05-13 23:34:15.380486
txn_159,user_11_wallet,DEBIT,151466.32,2026-05-13 23:34:16.380486
txn_159,company_settlement_account,CREDIT,151466.32,2026-05-13 23:34:16.380486
txn_160,user_37_wallet,DEBIT,75149.38,2026-05-13 23:34:17.380486
txn_160,company_settlement_account,CREDIT,75149.38,2026-05-13 23:34:17.380486
txn_161,user_12_wallet,DEBIT,93513.09,2026-05-13 23:34:18.380486
txn_161,company_settlement_account,CREDIT,93513.09,2026-05-13 23:34:18.380486
txn_162,user_8_wallet,DEBIT,104949.85,2026-05-13 23:34:19.380486
txn_162,company_settlement_account,CREDIT,104949.85,2026-05-13 23:34:19.380486
txn_163,user_41_wallet,DEBIT,47513.19,2026-05-13 23:34:20.380486
txn_163,company_settlement_account,CREDIT,47513.19,2026-05-13 23:34:20.380486
txn_164,user_1_wallet,DEBIT,217025.87,2026-05-13 23:34:21.380486
txn_164,company_settlement_account,CREDIT,217025.87,2026-05-13 23:34:21.380486
txn_165,user_36_wallet,DEBIT,66227.94,2026-05-13 23:34:22.380486
txn_165,company_settlement_account,CREDIT,66227.94,2026-05-13 23:34:22.380486
txn_166,user_29_wallet,DEBIT,212656.08,2026-05-13 23:34:23.380486
txn_166,company_settlement_account,CREDIT,212656.08,2026-05-13 23:34:23.380486
txn_167,user_19_wallet,DEBIT,31581.27,2026-05-13 23:34:24.380486
txn_167,company_settlement_account,CREDIT,31581.27,2026-05-13 23:34:24.380486
txn_168,user_8_wallet,DEBIT,237821.85,2026-05-13 23:34:25.380486
txn_168,company_settlement_account,CREDIT,237821.85,2026-05-13 23:34:25.380486
txn_169,user_10_wallet,DEBIT,422991.56,2026-05-13 23:34:26.380486
txn_169,company_settlement_account,CREDIT,422991.56,2026-05-13 23:34:26.380486
txn_170,user_25_wallet,DEBIT,283454.05,2026-05-13 23:34:27.380486
txn_170,company_settlement_account,CREDIT,283454.05,2026-05-13 23:34:27.380486
txn_171,user_10_wallet,DEBIT,295830.48,2026-05-13 23:34:28.380486
txn_171,company_settlement_account,CREDIT,295830.48,2026-05-13 23:34:28.380486
txn_172,user_30_wallet,DEBIT,311984.98,2026-05-13 23:34:29.380486
txn_172,company_settlement_account,CREDIT,311984.98,2026-05-13 23:34:29.380486
txn_173,user_19_wallet,DEBIT,290311.73,2026-05-13 23:34:30.380486
txn_173,company_settlement_account,CREDIT,290311.73,2026-05-13 23:34:30.380486
txn_174,user_32_wallet,DEBIT,152483.52,2026-05-13 23:34:31.380486
txn_174,company_settlement_account,CREDIT,152483.52,2026-05-13 23:34:31.380486
